#ref_id	pos	pos_read_coverage	pos_read_with_SL
MSTRG.24199.1	1911	267393	2
MSTRG.24199.1	1956	339392	1
MSTRG.24199.1	1960	195727	1
MSTRG.24199.1	1961	197047	2
MSTRG.24199.1	1967	190919	8
MSTRG.24199.1	1970	202500	9
MSTRG.24199.1	1975	218834	1
MSTRG.24199.1	2019	84326	1
MSTRG.24199.1	2052	18191	3
MSTRG.24199.1	2057	18727	1
MSTRG.24199.1	2062	21451	113
MSTRG.24199.1	2064	20966	8
MSTRG.24199.1	2072	21105	15
MSTRG.24211.1	19	3819	3133
MSTRG.24211.1	20	3874	1
MSTRG.24211.1	45	6057	2
MSTRG.24211.1	71	7855	1
MSTRG.24211.1	1496	7054	2
MSTRG.24211.1	2455	81014	1
MSTRG.24211.1	2603	24212	1
MSTRG.24583.1	1	4865	3708
MSTRG.24583.1	2	5356	8
MSTRG.24583.1	3	5489	7
MSTRG.24583.1	4	5512	2
MSTRG.24662.1	101	5444	6
MSTRG.24662.1	1801	6223	1
MSTRG.24727.1	1	226	180
MSTRG.24727.1	2	230	1
MSTRG.24727.1	3	237	2
MSTRG.24727.1	1822	603	1
MSTRG.24727.1	1863	621	1
MSTRG.24727.1	2234	99603	2
MSTRG.24727.1	2248	416642	1
MSTRG.24727.1	2251	439433	2
MSTRG.24727.1	2267	522116	1
MSTRG.24727.1	2347	196117	1
MSTRG.24727.1	2491	96070	16
MSTRG.24727.1	2493	84253	10
MSTRG.24727.1	2498	41066	1
MSTRG.24727.1	2503	31795	2
MSTRG.24727.1	2587	23950	3
MSTRG.24727.1	2601	40181	2
MSTRG.24727.1	2605	45021	6
MSTRG.24727.1	2623	67959	10
MSTRG.24727.1	2631	73052	16
MSTRG.24727.1	2632	73462	6
MSTRG.24727.1	2697	129461	1
MSTRG.24727.1	2722	147513	19
MSTRG.24727.1	2754	182452	2
MSTRG.24727.1	2756	188409	2
MSTRG.25154.2	2	692	580
MSTRG.25154.2	3	719	1
MSTRG.25154.2	1965	36004	6
MSTRG.25154.2	1966	45127	6
MSTRG.25154.2	1970	65643	3
MSTRG.25154.2	1982	86036	1
MSTRG.25154.2	2018	47449	1
MSTRG.25154.2	2039	119349	1
MSTRG.25154.2	2047	189620	1
MSTRG.25154.2	2049	205290	1
MSTRG.25154.2	2057	231796	1
MSTRG.25154.2	2059	234594	1
MSTRG.25154.2	2064	231043	1
MSTRG.25154.2	2073	234214	1
MSTRG.25154.2	2537	37943	1
MSTRG.25284.1	4	1193	1018
MSTRG.25284.1	5	1206	2
MSTRG.25284.1	6	1722	3
MSTRG.25284.1	7	1750	429
MSTRG.25284.1	45	3194	1
MSTRG.25284.1	693	4567	3
MSTRG.25312.1	238	7150	1
MSTRG.25312.1	450	9661	2
MSTRG.25312.1	736	9135	2
MSTRG.25515.1	1	5890	1
MSTRG.25515.1	2	6467	4789
MSTRG.25515.1	3	6584	271
MSTRG.25515.1	4	6653	13
MSTRG.25515.1	5	6725	1
MSTRG.25515.1	17	7914	11
MSTRG.25515.1	28	9371	61
MSTRG.25663.1	6	27657	2
MSTRG.25663.1	8	46682	1
MSTRG.25663.1	35	117400	1
MSTRG.25663.1	82	1167	846
MSTRG.25663.1	83	1176	3
MSTRG.25663.1	84	1205	1
MSTRG.25663.1	97	1522	1
MSTRG.26161.6	61	122	13
MSTRG.26161.6	92	238	12
MSTRG.26247.2	1	357	7
MSTRG.26247.2	2	358	277
MSTRG.26247.2	1512	349	1
MSTRG.26247.2	1595	612	2
MSTRG.26247.2	1597	599	4
MSTRG.26247.2	2039	314	1
MSTRG.26400.1	1	1452	1010
MSTRG.26400.1	2	1505	2
MSTRG.26400.1	3	2916	1
MSTRG.26400.1	4	2977	1187
MSTRG.26400.1	5	3004	1
MSTRG.26400.1	65	7389	1
MSTRG.26400.1	376	6447	22
MSTRG.27045.2	81	3157	4
MSTRG.27045.2	412	131331	91030
MSTRG.27045.2	413	135596	132
MSTRG.27045.2	414	137446	19
MSTRG.27045.2	415	137585	4
MSTRG.27045.2	416	139479	4
MSTRG.27045.2	417	139898	1
MSTRG.27045.2	418	146993	1
MSTRG.27457.1	1	521	447
MSTRG.27457.1	2	538	1
MSTRG.27457.1	1077	904	2
MSTRG.27742.1	103	149	1
MSTRG.27742.1	106	154	1
MSTRG.27742.1	153	197	1
MSTRG.27742.1	2089	189	1
MSTRG.27742.1	2091	197	9
MSTRG.27742.1	2679	305	1
MSTRG.27742.1	3347	391	1
MSTRG.27764.1	164	2800	24
MSTRG.27764.1	2139	38041	29
MSTRG.27764.1	2142	52525	1
MSTRG.27764.1	2145	59800	2
MSTRG.27764.1	2153	69167	2
MSTRG.27764.1	2173	51779	1
MSTRG.27764.1	2188	39029	1
MSTRG.27764.1	2189	39633	1
MSTRG.27764.1	2215	107834	1
MSTRG.27764.1	2217	114329	19
MSTRG.27764.1	2219	164539	39
MSTRG.27764.1	2220	170531	1
MSTRG.27764.1	2223	200736	6
MSTRG.27764.1	2225	212820	1
MSTRG.27764.1	2227	223785	1
MSTRG.27764.1	2231	238302	1
MSTRG.27764.1	2245	258136	1
MSTRG.27764.1	2262	249486	1
MSTRG.27764.1	2270	278503	1
MSTRG.27860.1	155	1323	847
MSTRG.27860.1	156	1341	2
MSTRG.27860.1	160	1305	4
MSTRG.27860.1	256	1413	125
MSTRG.27860.1	314	1322	4
MSTRG.27860.1	317	1419	21
MSTRG.27860.1	322	1476	1
MSTRG.27860.1	391	1890	62
MSTRG.27860.1	393	1874	1
MSTRG.27896.1	1	7478	6384
MSTRG.27896.1	2	7650	19
MSTRG.27896.1	3	7799	8
MSTRG.27896.1	4	7847	3
MSTRG.27896.1	38	12829	4
MSTRG.27896.1	152	15817	1
MSTRG.28031.1	7	69	57
MSTRG.28031.1	12	78	1
MSTRG.28031.1	54	163	31
